"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 08 18:40:01 GMT 2025","Sat Mar 08 18:40:02 GMT 2025","486","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutLastName","Hostfully APIs: Attempt to create a booking without lastName",""
"failed","Sat Mar 08 18:39:51 GMT 2025","Sat Mar 08 18:39:56 GMT 2025","4061","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccessCompletedStatus","Hostfully APis: Create a booking with success Completed Status",""
"failed","Sat Mar 08 18:39:57 GMT 2025","Sat Mar 08 18:39:58 GMT 2025","458","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccess","Hostfully APis: Create a booking with success",""
"passed","Sat Mar 08 18:40:04 GMT 2025","Sat Mar 08 18:40:04 GMT 2025","314","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyWrongCredentials","Hostfully APis: Attempt to create a Property with wrong credentials",""
"passed","Sat Mar 08 18:40:02 GMT 2025","Sat Mar 08 18:40:03 GMT 2025","445","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutFirstName","Hostfully APIs: Attempt to create a booking without firstName",""
"failed","Sat Mar 08 18:39:59 GMT 2025","Sat Mar 08 18:40:00 GMT 2025","423","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingDateTooFuture","Hostfully APIs: Attempt to create a booking with a date too future",""
"passed","Sat Mar 08 18:40:05 GMT 2025","Sat Mar 08 18:40:05 GMT 2025","531","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","attemptGetPropertyWrongCredentials","Hostfully APis: Attempt to create a Property with wrong credentials",""
"passed","Sat Mar 08 18:40:03 GMT 2025","Sat Mar 08 18:40:03 GMT 2025","245","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyInvalidURL","Hostfully APis: Attempt to create a property invalid URL",""
"passed","Sat Mar 08 18:40:00 GMT 2025","Sat Mar 08 18:40:00 GMT 2025","481","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingInvalidProperty","Hostfully APis: Attempt to create a booking with invalid property (non existent)",""
"failed","Sat Mar 08 18:39:56 GMT 2025","Sat Mar 08 18:39:57 GMT 2025","481","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccessCancelledStatus","Hostfully APis: Create a booking with success Cancelled Status",""
"passed","Sat Mar 08 18:40:03 GMT 2025","Sat Mar 08 18:40:03 GMT 2025","251","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyWithoutAlias","Hostfully APis: Attempt to create a Property without passing an alias",""
"failed","Sat Mar 08 18:40:00 GMT 2025","Sat Mar 08 18:40:01 GMT 2025","428","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingInPast","Hostfully APIs: Attempt to create a booking in the past",""
"failed","Sat Mar 08 18:40:02 GMT 2025","Sat Mar 08 18:40:02 GMT 2025","450","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingEndDateBeforeStartDate","Hostfully APis: Booking creation fails when end date is before start date",""
"failed","Sat Mar 08 18:39:56 GMT 2025","Sat Mar 08 18:39:56 GMT 2025","507","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingInvalidStatus","Hostfully APis: Attempt to create a booking with invalid status",""
"failed","Sat Mar 08 18:39:58 GMT 2025","Sat Mar 08 18:39:59 GMT 2025","656","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingOverlappingDates","Hostfully APIs: Booking creation fails when booking dates overlap with an existing booking",""
"failed","Sat Mar 08 18:40:06 GMT 2025","Sat Mar 08 18:40:06 GMT 2025","405","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","attemptGetPropertyInvalidId","Hostfully APis: Attempt to get a property with invalid id (non existent property)",""
"failed","Sat Mar 08 18:40:04 GMT 2025","Sat Mar 08 18:40:05 GMT 2025","379","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyAliasAlreadyExisted","Hostfully APis: Attempt to create a Property with alias already existed",""
"failed","Sat Mar 08 18:40:05 GMT 2025","Sat Mar 08 18:40:06 GMT 2025","437","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","getPropertyByIdSuccess","Hostfully APis: Get a property by ID with success",""
"failed","Sat Mar 08 18:40:03 GMT 2025","Sat Mar 08 18:40:04 GMT 2025","203","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyInvalidCountryCode","Hostfully APis: Attempt to create a Property with invalid country code",""
"failed","Sat Mar 08 18:39:58 GMT 2025","Sat Mar 08 18:39:58 GMT 2025","447","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccessEqualDates","Hostfully APis: Create a booking with start date and end date equals",""
"passed","Sat Mar 08 18:40:06 GMT 2025","Sat Mar 08 18:40:07 GMT 2025","451","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","attemptGetPropertyIdWrongIdStringType","Hostfully APis: Attempt to get a property with id invalid pattern(id or wrong string)",""
"passed","Sat Mar 08 18:39:59 GMT 2025","Sat Mar 08 18:39:59 GMT 2025","555","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutStartDate","Hostfully APIs: Attempt to create a booking without start date",""
"passed","Sat Mar 08 18:39:57 GMT 2025","Sat Mar 08 18:39:57 GMT 2025","607","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWrongCredentials","Hostfully APis: Attempt to create a booking with wrong credentials",""
"failed","Sat Mar 08 18:40:04 GMT 2025","Sat Mar 08 18:40:04 GMT 2025","205","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","createPropertyDifferentCountryCode","Hostfully APis: Create a property with different country code: BR",""
"passed","Sat Mar 08 18:40:02 GMT 2025","Sat Mar 08 18:40:02 GMT 2025","438","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutEndDate","Hostfully APIs: Attempt to create a booking without end date",""
"failed","Sat Mar 08 18:40:04 GMT 2025","Sat Mar 08 18:40:04 GMT 2025","198","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","createPropertySuccess","Hostfully APis: Create a property with success",""
"failed","Sat Mar 08 18:40:01 GMT 2025","Sat Mar 08 18:40:01 GMT 2025","417","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutBirthDate","Hostfully APIs: Attempt to create a booking without birth date",""
